year_remodeled,lot_area,overall_quality,basement_sqft,living_area_sqft,sale_price
1998,14145,7,1208,1621,202500
1998,12137,7,1649,1661,224900
1998,16196,7,1482,1494,215000
1998,7642,7,912,1426,189950
1998,9375,7,1057,2034,219500
1998,7399,7,975,1950,239000
1998,10141,7,832,1718,185000
1998,16770,7,1195,1839,221000
1998,10400,7,866,1779,197900
1998,9084,7,935,1632,176500
1998,9750,7,1108,2097,274300
1998,10800,7,718,2554,159500
1998,7060,7,1344,1344,206300
1998,4058,7,723,767,133000
1998,9452,8,1396,2392,348000
1998,12011,8,1086,1924,280000
1998,12090,8,1141,2263,258000
1998,9200,8,1470,2630,315000
1998,16545,8,1284,2450,340000
1998,12168,8,965,3194,359100
1999,9937,5,1486,1486,167000
1999,12886,5,520,1464,175000
1999,9350,5,1219,1265,179900
1999,10106,5,644,1355,127500
1999,10140,6,1040,1309,181000
1999,24682,6,841,1675,181000
1999,6155,6,611,1362,128000
1999,4060,6,1405,1337,181000
1999,4500,6,1224,1224,165000
1999,3230,6,729,1458,176000
1999,3230,6,729,1471,172500
1999,10140,7,1650,1680,213250
1999,10264,7,1588,1588,214000
1999,10335,7,1490,1501,204000
1999,9017,7,1431,1431,192000
1999,11214,7,930,1886,199900
1999,8924,7,880,1724,188000
1999,11404,7,1153,2031,222500
1999,8738,7,975,2291,230000
1999,8755,7,992,2060,214000
1999,7500,7,994,1804,189000
1999,10762,7,978,1983,225000
1999,9179,7,873,1790,193000
1999,2280,7,744,1501,179400
1999,2572,7,696,1416,155000
1999,3735,7,691,1452,183900
1999,16226,8,1028,2452,267000
1999,12203,8,1225,2612,336000
1999,9430,8,1252,2365,337000
1999,14774,9,1393,2599,333168
2000,6000,4,901,901,107900
2000,5925,4,907,1131,89471
2000,11767,4,560,1346,112000
2000,10800,4,0,1294,106250
2000,7200,5,900,900,134800
2000,14559,5,1008,1363,164900
2000,5400,5,833,833,117000
2000,13300,5,928,928,132000
2000,5868,5,936,936,129000
2000,8712,5,992,1306,153000
2000,13125,5,1134,1803,155000
2000,10000,5,1176,1178,157000
2000,4500,5,793,1520,159434
2000,5687,5,780,1716,135900
2000,16635,6,1602,1602,215000
2000,10267,6,816,838,130000
2000,12354,6,684,1196,110000
2000,13053,6,833,1848,207000
2000,6000,6,698,1176,134900
2000,8400,6,940,1595,140000
2000,9130,6,800,1632,173000
2000,7917,6,953,1647,175000
2000,12224,6,992,2054,244000
2000,8121,6,953,1664,172400
2000,8123,6,982,1800,179000
2000,8063,6,924,1690,181000
2000,10852,6,959,1671,173000
2000,10261,6,936,1792,186500
2000,2117,6,756,1525,177000
2000,2117,6,756,1512,168500
2000,2117,6,756,1573,177500
2000,10800,6,482,1912,163000
2000,9382,7,1468,1479,191000
2000,9100,7,1525,1525,235000
2000,13346,7,1095,2295,268000
2000,8795,7,952,2256,236000
2000,10316,7,992,1865,235000
2000,7500,7,814,1674,216000
2000,7200,7,776,1502,149000
2000,7750,7,384,1430,180000
2000,9967,7,384,1430,170000
2000,2160,7,600,1252,160000
2000,2651,7,673,1382,165000
2000,10678,8,1683,2872,285000
2000,9066,8,1004,1852,230000
2000,14260,8,1145,2198,250000
2000,11000,8,969,2285,248000
2000,11194,8,1406,1936,230500
2000,5330,8,1494,1652,251000
2000,5664,8,1501,1659,278000
2000,2645,8,970,1739,172500
2000,2645,8,776,1441,174000
2000,11050,9,1440,2153,313000
2000,5119,9,1698,1709,328900
2000,13500,10,1237,2775,325000
2001,10246,4,648,960,145000
2001,7758,5,999,999,132500
2001,8246,5,1060,1060,154000
2001,5500,5,926,1316,130000
2001,8635,5,672,1285,127000
2001,12615,6,1202,2158,243000
2001,10603,6,1610,1610,205000
2001,6300,6,742,1484,128000
2001,8450,7,1349,1349,179000
2001,9750,7,1630,1630,213000
2001,8529,7,1454,1434,189000
2001,9100,7,1212,1212,178000
2001,6120,7,832,854,132000
2001,9505,7,884,2035,222500
2001,12435,7,963,1792,231500
2001,7050,7,1057,1929,226000
2001,12420,7,944,1840,230000
2001,11838,8,1753,1788,236500
2001,11885,8,1299,1872,261500
2001,8400,8,810,1665,227000
2001,4920,8,1338,1338,213500
2002,6000,3,649,1183,120000
2002,9098,4,528,605,86000
2002,1526,4,630,630,86000
2002,7800,5,896,2008,225000
2002,7200,5,864,864,129000
2002,8562,5,1216,1526,144500
2002,7388,5,1063,1327,150750
2002,7000,5,1010,1134,135000
2002,4280,5,440,694,90350
2002,10440,5,650,1539,157500
2002,9600,5,264,1432,132000
2002,8000,6,972,972,132000
2002,11029,6,1184,1414,176500
2002,16492,6,1517,1888,190000
2002,12209,6,804,1961,215000
2002,8068,6,1010,2267,200000
2002,7851,6,860,1960,216500
2002,7259,6,1028,2320,259500
2002,17500,7,1902,1902,335000
2002,115149,7,1643,1824,302000
2002,13704,7,1541,1541,205000
2002,16285,7,1413,1430,187100
2002,12803,7,1494,1494,221000
2002,8125,7,1654,1654,230000
2002,8749,7,1459,1459,192000
2002,9808,7,1573,1573,227000
2002,8880,7,948,2110,205000
2002,11250,7,920,1786,223500
2002,14006,7,936,1776,192500
2002,8935,7,831,1660,195000
2002,13450,7,916,1861,200000
2002,18386,7,1470,3493,295000
2002,6853,8,1267,1296,220000
2002,11423,8,1581,1601,272000
2002,14781,8,1753,1787,275000
2002,9742,8,1777,1795,230000
2002,14331,8,1800,1800,312500
2002,13265,8,1568,1689,271000
2002,9240,8,1055,2263,287000
2002,14191,8,967,1908,202900
2002,11250,8,1128,2290,255900
2002,11367,8,1065,1989,255000
2002,9473,8,1128,2031,237000
2002,9375,8,1284,2169,228500
2002,7750,8,408,1419,184100
2002,4923,8,1593,1593,286000
2002,11248,9,1626,1668,285000
2002,11400,10,2633,2633,466500
2003,4130,3,270,729,52000
2003,8777,4,0,1126,108000
2003,10200,5,1086,1086,144900
2003,9764,5,894,894,130000
2003,25095,5,1437,1473,143000
2003,6600,5,816,816,138000
2003,9600,5,845,893,135000
2003,5362,5,661,1250,139000
2003,7200,5,768,768,133900
2003,8777,5,1272,2200,145900
2003,8414,6,1059,1068,154500
2003,9135,6,1682,1700,200000
2003,8520,6,624,720,105900
2003,5310,6,485,1635,117000
2003,7861,6,783,1509,183200
2003,8791,6,864,1728,207500
2003,8730,6,698,1396,153575
2003,12090,6,585,1868,178000
2003,4435,6,848,848,140000
2003,4435,6,848,848,131500
2003,4435,6,848,848,136500
2003,20781,7,1568,2156,262500
2003,9135,7,1536,1536,214000
2003,10665,7,1453,1479,226000
2003,9196,7,1560,1560,201000
2003,10083,7,1176,1200,184900
2003,8450,7,1337,1337,185000
2003,12822,7,1434,2149,239686
2003,11426,7,1362,2082,200000
2003,17542,7,1192,2167,294000
2003,9453,7,996,1744,194500
2003,11316,7,817,1894,214900
2003,8450,7,856,1710,208500
2003,11317,7,840,1668,180000
2003,7750,7,660,1320,162000
2003,7226,7,798,1640,183000
2003,12394,7,847,1733,225000
2003,9548,7,941,1829,237000
2003,7875,7,783,1509,180000
2003,8158,7,884,1768,224900
2003,11700,7,1240,2640,265979
2003,9590,7,868,1146,187500
2003,7301,7,0,1922,198500
2003,3136,7,1405,1405,171750
2003,2628,7,764,1626,175500
2003,14536,8,1616,1629,270000
2003,10635,8,1657,1668,232000
2003,12244,8,1482,2262,305000
2003,53504,8,1650,3279,538000
2003,3196,8,1273,1456,215000
2003,13472,10,2392,2392,386250
2004,8546,4,1121,1121,140000
2004,8800,4,576,1140,96500
2004,7800,5,864,899,130000
2004,10768,5,1437,1437,218000
2004,13695,5,1114,1114,159000
2004,5232,5,680,764,73000
2004,6120,5,939,1513,137500
2004,21384,5,1324,1576,223500
2004,5400,6,1149,1616,152000
2004,14000,6,1092,1152,158500
2004,14115,6,1073,1811,230000
2004,14442,6,1477,1839,257500
2004,11040,6,1258,1258,145000
2004,13695,6,1114,1114,155000
2004,13072,6,1158,1158,158000
2004,6000,6,884,904,119000
2004,3950,6,818,1224,115000
2004,8366,6,798,1640,173000
2004,7415,6,839,1593,193000
2004,4435,6,848,848,144000
2004,4438,6,848,848,149000
2004,4426,6,848,848,141000
2004,4426,6,848,848,143000
2004,4438,6,848,848,144500
2004,4435,6,848,848,155900
2004,4426,6,848,848,149300
2004,8450,7,1436,1436,210000
2004,8773,7,1414,1414,185500
2004,10171,7,1517,1535,214000
2004,8487,7,1500,1500,190000
2004,14572,7,1530,1530,259000
2004,8500,7,1422,1422,179600
2004,7472,7,725,1479,184000
2004,8200,7,847,1928,219500
2004,9375,7,912,2094,263000
2004,10625,7,998,2046,284000
2004,6931,7,746,1656,165400
2004,11645,7,860,1720,196500
2004,8244,7,840,1720,183500
2004,8320,7,770,1582,185900
2004,9313,7,864,1728,190000
2004,10142,7,956,2084,233000
2004,10918,7,1276,2080,234000
2004,3196,7,1374,1557,234000
2004,8198,7,1358,1358,207000
2004,3072,7,1375,1414,178740
2004,4282,7,1391,1391,196000
2004,2448,7,764,1626,154000
2004,2268,7,764,1626,173000
2004,2522,7,970,1709,130000
2004,5105,7,551,1102,148800
2004,2522,7,970,1709,137500
2004,3363,7,976,1708,130000
2004,10655,8,3206,1629,284000
2004,9375,8,1053,1992,250000
2004,11999,8,1181,2374,285000
2004,12099,8,1136,2468,354000
2004,9056,8,707,1414,178000
2004,12677,8,1518,1518,274000
2004,12378,9,1896,1944,360000
2004,11846,9,1792,1792,374000
2004,13688,9,1572,2668,412500
2005,5820,3,1162,1163,126175
2005,7024,4,1132,1132,176000
2005,12000,5,924,1122,147000
2005,9250,5,1056,1056,139400
2005,7000,5,864,864,136500
2005,8500,5,793,1517,115000
2005,21930,5,732,1838,192140
2005,10500,5,372,1109,139000
2005,8393,5,1626,1712,145000
2005,3675,5,547,1072,145000
2005,8400,6,1319,1537,174000
2005,7930,6,1026,1026,156000
2005,13072,6,1141,1141,142500
2005,5684,6,813,813,110000
2005,9600,6,856,1668,140000
2005,13517,6,725,1479,130500
2005,11911,6,684,1560,174000
2005,8633,6,738,1476,173500
2005,12589,6,742,1484,174000
2005,8029,6,728,1456,176000
2005,5381,6,1306,1306,196000
2005,3675,6,547,1072,148000
2005,39104,7,1385,1363,241500
2005,7500,7,1080,1080,141000
2005,8400,7,1473,1484,213000
2005,9100,7,1860,1836,216837
2005,12118,7,1710,1710,240000
2005,7500,7,1221,1221,185000
2005,11645,7,1734,1734,260000
2005,12182,7,1541,1541,220000
2005,8767,7,1310,1310,164990
2005,7500,7,1257,1266,176000
2005,8688,7,1616,1616,232000
2005,16158,7,1530,1530,260000
2005,12552,7,991,1947,254900
2005,7795,7,716,1432,188500
2005,11796,7,847,1959,215000
2005,15384,7,788,1490,184000
2005,12393,7,847,1948,195000
2005,9803,7,866,1768,226700
2005,8199,7,728,1456,189000
2005,9675,7,1113,1971,253000
2005,10625,7,1026,1958,250000
2005,2500,7,910,1826,155000
2005,9600,7,689,1378,161000
2005,9587,7,856,1166,190000
2005,3013,7,1362,1506,213490
2005,7052,7,1364,1364,185850
2005,3182,7,600,1200,151000
2005,2544,7,600,1223,147400
2005,3180,7,600,1200,151000
2005,3180,7,600,1200,144152
2005,10084,8,1686,1694,307000
2005,9591,8,1713,1713,274900
2005,10386,8,2000,2000,305900
2005,11362,8,1836,1836,280000
2005,12134,8,559,1752,164000
2005,46589,8,1629,2448,402000
2005,13418,8,1117,2452,309000
2005,9591,8,1143,2473,317000
2005,11143,8,1580,2466,340000
2005,10927,8,1058,1904,275000
2005,10463,8,893,1801,239900
2005,10240,8,1030,2098,275500
2005,3182,8,1256,1269,192000
2005,3842,8,1594,1646,275000
2005,3316,8,1247,1247,197000
2005,16033,9,1833,1850,326000
2005,16737,9,1980,1980,315000
2005,8834,9,1462,2224,350000
2005,7313,9,1561,1561,277500
2005,7658,9,1752,1752,319900
2005,8849,9,1684,1684,266000
2006,4270,3,544,774,79000
2006,11100,4,0,930,84900
2006,7599,4,845,845,129500
2006,8923,5,1008,1008,134500
2006,9060,5,0,1340,120000
2006,9830,5,1063,1287,162000
2006,10007,5,1053,1053,145500
2006,21750,5,0,1771,115000
2006,8544,5,1228,1228,149350
2006,9525,5,1099,1099,144000
2006,7024,5,1090,1090,157000
2006,17217,5,1140,1140,84500
2006,7200,5,1022,1022,85000
2006,13360,5,876,964,163500
2006,8520,5,968,968,100000
2006,9022,5,768,792,109500
2006,8064,5,672,924,122900
2006,14778,6,1296,1640,224000
2006,9360,6,1161,1381,197500
2006,10237,6,1316,1316,169990
2006,7200,6,1262,1262,185000
2006,9317,6,1314,1314,176432
2006,159000,6,1444,2144,277000
2006,8461,6,728,1456,163990
2006,8846,6,750,1500,173900
2006,15578,6,728,1456,172785
2006,6882,6,684,1355,127000
2006,11512,6,1019,1357,177000
2006,7577,6,1362,1362,194700
2006,2522,6,970,1709,130000
2006,3675,6,547,1072,140000
2006,11210,7,1614,1614,221500
2006,10084,7,1552,1552,212900
2006,8990,7,1498,1498,204900
2006,8814,7,1604,1604,220000
2006,7200,7,1293,1301,187750
2006,14859,7,1670,1670,240000
2006,6762,7,1187,1208,206000
2006,7406,7,1199,1220,194000
2006,8556,7,1240,1240,194000
2006,6762,7,1286,1294,193879
2006,15660,7,798,1954,311500
2006,19378,7,1392,2462,320000
2006,8125,7,756,1553,186500
2006,9245,7,939,1797,213500
2006,14154,7,1063,2172,280000
2006,17104,7,654,1496,179665
2006,8760,7,1391,1962,239799
2006,8125,7,770,1576,197000
2006,23257,7,868,2021,274725
2006,14054,7,879,1863,219210
2006,11103,7,728,1456,155835
2006,9042,7,1152,2340,266500
2006,3010,7,1248,1248,167240
2006,3182,7,1373,1555,192500
2006,6792,7,1368,1368,202665
2006,3182,7,1145,1145,160200
2006,3182,7,1346,1504,181000
2006,3182,7,1346,1504,191000
2006,6955,7,1368,1368,202500
2006,4045,7,1356,1500,246578
2006,11443,8,1868,2028,369900
2006,11302,8,1814,1826,319000
2006,20896,8,2077,2097,423000
2006,10994,8,1844,1844,257000
2006,11096,8,1656,1656,249700
2006,11428,8,1626,1634,250000
2006,11146,8,1709,1717,255500
2006,14226,8,1935,1973,395000
2006,11216,8,1489,1489,232600
2006,13501,8,1623,1636,255000
2006,11957,8,1574,1574,232000
2006,10182,8,1660,1660,290000
2006,9037,8,1476,1484,265900
2006,10000,8,1588,1588,227000
2006,14215,8,1158,2376,325300
2006,10574,8,1082,1953,252000
2006,12665,8,1094,2482,281213
2006,10728,8,1095,1939,266000
2006,15611,8,1079,1919,233230
2006,9000,8,1088,1959,270000
2006,12438,8,1234,2576,361919
2006,11065,8,1085,1970,281000
2006,6442,8,1370,1370,202500
2006,4590,8,1554,1554,209500
2006,3982,8,1520,1567,264561
2006,6240,8,1324,1324,254000
2006,14157,9,1922,1922,377426
2006,14601,9,1838,1838,315000
2006,11670,9,1905,1905,320000
2006,11924,9,1175,2324,345000
2006,20431,9,1848,2728,437154
2006,16056,9,1992,2868,556581
2006,16259,9,1249,2596,342643
2006,13693,9,2153,2643,380000
2006,13891,10,2076,2076,465000
2006,13682,10,1410,2945,438780
2007,10800,4,656,968,64500
2007,12513,4,715,1738,104900
2007,5436,4,796,1154,125500
2007,9600,5,1113,1113,147000
2007,7922,5,1057,1057,109000
2007,7200,5,0,827,107500
2007,8536,5,1125,1125,155000
2007,8402,5,1120,1120,147000
2007,25339,5,816,1416,112000
2007,9735,5,384,1394,167500
2007,8445,5,768,768,133000
2007,21695,6,880,1680,222000
2007,5890,6,816,816,120500
2007,12205,6,832,2087,187500
2007,10237,6,783,1484,178900
2007,8499,6,616,1412,156932
2007,14598,6,894,1933,214000
2007,1680,6,483,987,118000
2007,27650,7,585,2069,242000
2007,8814,7,1274,1274,203000
2007,10652,7,1494,1494,279500
2007,9416,7,1726,1726,311872
2007,8899,7,1340,1340,181134
2007,6762,7,1208,1208,195400
2007,7314,7,1232,1232,194500
2007,3182,7,1266,1266,159895
2007,8993,7,1302,1302,176485
2007,11175,7,1316,1316,200141
2007,9849,7,1689,1689,248328
2007,7264,7,952,1548,205000
2007,8125,7,1092,1550,241000
2007,9965,7,1264,2696,383970
2007,8125,7,813,1665,205950
2007,10207,7,874,1761,227875
2007,9018,7,728,1456,179540
2007,7200,7,560,1135,155000
2007,11275,7,710,2978,242000
2007,12122,7,944,999,178400
2007,3922,7,1258,1258,172500
2007,3922,7,1258,1402,194201
2007,4274,7,1241,1241,199900
2007,4230,7,1352,1352,208900
2007,3684,7,1373,1555,174000
2007,3635,7,1386,1569,175900
2007,4251,7,625,1250,164700
2007,4017,7,625,1250,171900
2007,3604,7,689,1392,146000
2007,14977,8,1976,1976,440000
2007,10656,8,1638,1646,248900
2007,9986,8,1795,1795,147000
2007,15306,8,1732,1776,283463
2007,14230,8,1566,1600,256300
2007,11049,8,1234,1234,179900
2007,10206,8,1563,1563,245000
2007,12030,8,1694,1694,318000
2007,8089,8,1419,1419,392000
2007,9158,8,1496,1496,225000
2007,8925,8,1466,1466,201000
2007,12085,8,1734,1734,318000
2007,10991,8,1571,1571,239000
2007,15256,8,1485,1464,282922
2007,11764,8,1152,2270,290000
2007,9965,8,1466,2828,424870
2007,10562,8,1582,2161,325624
2007,9588,8,1482,2574,276000
2007,10769,8,866,1768,212000
2007,9000,8,1184,2610,303477
2007,4750,8,1573,1625,235000
2007,14450,9,2121,2121,415298
2007,13173,9,1652,1652,325000
2007,14892,9,1746,1746,377500
2007,11694,9,1822,1828,314813
2007,11923,9,1800,1800,239000
2007,11198,9,1122,2504,325000
2007,7820,9,1869,1869,318061
2007,12456,10,1700,1718,337500
2008,1533,4,546,1344,97000
2008,4456,4,736,1452,113000
2008,9405,5,698,698,118000
2008,7207,5,858,858,116500
2008,8872,5,912,912,147000
2008,12537,5,1078,1078,149900
2008,8800,5,1040,1040,150500
2008,6600,5,816,816,130500
2008,11409,5,768,1716,131000
2008,8640,7,1372,1372,250580
2008,11639,7,1428,1428,182000
2008,12274,7,1417,1428,227680
2008,5063,7,1314,1314,207500
2008,5001,7,1314,1314,230000
2008,11478,8,1704,1704,306000
2008,13891,8,1710,1710,372402
2008,10637,8,1705,1718,297000
2008,9520,8,1638,1646,293077
2008,11932,8,1580,1580,235128
2008,9000,8,1566,1566,262500
2008,11844,8,2046,2046,372500
2008,10475,8,1694,1694,245350
2008,10226,8,1622,1630,295493
2008,12444,8,1932,1932,394617
2008,10800,8,1034,2078,339750
2008,9000,8,768,1590,210000
2008,5587,8,1600,1652,392500
2008,13286,9,1698,1698,320000
2008,12898,9,1620,1620,315500
2008,14587,9,1498,1506,264132
2008,14948,9,1452,2713,446261
2008,11308,9,1104,2184,335000
2008,8769,9,1702,1702,367294
2008,14803,10,2078,2084,385000
2008,15431,10,3094,2402,555000
2008,12474,10,1682,2332,426000
2008,40094,10,3138,4676,184750
2008,13478,10,1722,2296,451950
2008,63887,10,6110,5642,160000
2008,11003,10,1017,2007,310000
2009,8450,5,894,894,138500
2009,10420,6,1212,1212,186000
2009,7862,6,1218,1218,208300
2009,3951,6,612,1224,164500
2009,3000,6,612,1224,173733
2009,10402,7,1226,1226,198900
2009,4403,7,1470,1478,222000
2009,9541,7,1502,1502,233170
2009,8640,7,900,1852,252678
2009,13159,7,846,1692,224500
2009,8640,7,756,1547,215200
2009,9612,8,1468,1468,244600
2009,12704,8,2042,2042,253293
2009,9262,8,1573,1578,287090
2009,8640,8,1300,1314,229456
2009,12327,8,1496,2132,316600
2009,8004,8,832,1935,263435
2009,17423,9,2216,2234,501837
2009,13214,9,2002,2018,378500
2009,9187,9,1766,1766,370878
2009,13518,9,1926,3140,485000
2009,13891,9,1734,2822,582933
2009,12220,10,2006,2020,402861
2010,6897,5,1040,1040,127000
2010,6371,7,1358,1358,224000
2010,12003,8,774,1968,269500
2010,12919,9,2330,2364,611657
2010,10159,9,1930,1940,395192
2010,11394,9,1856,1856,394432
